title,address,district,city,description,area,bedroom,bathroom,price,price_change,house_direction,balcony_direction,legal_paper,furniture,coor
"Chính chủ gửi quỹ CH từ CB - Full CC Dolphin Plaza Trần Bình, giá từ 45tr/m2 LH: 0846 692 ***","['Dự án Dolphin Plaza', 'Phố Trần Bình', 'Phường Mỹ Đình 2']",Nam Từ Liêm,Hà Nội,"Dolphin Plaza.- Căn số 1: Diện tích 156m² giá rẻ nhất TT, tháp 1, hoàn toàn không bị chắn view, đã sửa thành 3PN to đẹp. Bàn giao full nội thất đẹp tầng trung, đứng ở ban công view pháo hoa Mỹ Đình, view hồ Skylake triệu đô. Giá 48tr/m².Căn số 2: Diện tích 182m² tháp 4 tầng cao view triệu đô, có vườn treo cực chill, full nội thất, chủ thiện chí bán, giá 52tr/m².LH em Em 0846 692 *** Zalo để xem ảnh và video thực tế và xem nhà chính chủ.Căn hộ bán.- Căn 133m² tầng trung giá 6,x tỷ.- Căn 144m² tầng đẹp giá 6.x tỷ.- Căn 164m² tầng trung giá 7,x tỷ. * Cam kết không báo chênh báo ảo, pháp lý sổ sạch, đàm phán giá tốt, tư vấn nhiệt tình!Liên hệ em Em Hoà: 0846 692 *** để được hỗ trợ và tư vấn.Phục vụ quý khách 24/7 ạ.",156.0,2 phòng,2 phòng,7.2,45.3,,,Sổ đỏ/ Sổ hồng,Đầy đủ,21.030044555664062 105.77662658691406
Bán CH Sun Square 21 Lê Đức Thọ 3PN 116m2 Tòa A Nội Thất Nguyên Bản CĐT B/C Hướng Bắc LH 0846 692 ***,"['Dự án Sun Square', 'Đường Lê Đức Thọ', 'Phường Mỹ Đình 2']",Nam Từ Liêm,Hà Nội,"Em Hoà được chính chủ gửi bán căn hộ 3PN Nguyên Bản CĐT giá siêu xinh.- Tòa chung cư gồm 34 tầng nổi và 3 hầm, sàn nhà mình có 6 căn hộ, có 5 thang máy trong đó cư dân từ tầng 11 trở xuống đi 2 thang máy riêng. Cư dân từ tầng 12 đến 34 đi 3 thang nên tình trạng chờ thang máy rất hiếm gặp.+ Diện tích 116m². Thiết kế 3PN, 2WC.+ Ban công hướng Bắc check Đông.+ Phí dịch vụ 6k/m, Slot oto 1.1tr, 60k/xe máy.=Công trình tọa lạc ở vị trí đắc địa thuận lợi giao thông, dịch vụ như nằm gần Bến xe Mỹ Đình, gần Bệnh viện 198, Sân vận động quốc gia, đường Xuân Thủy, Đại học Thương Mại, Trung tâm hội nghị Quốc gia,...- Anh/chị cần được tư vấn về căn hộ khu vực Mỹ Đình/ Cầu Giấy liên hệ em nhé: 0846 692 *** call/zalo).",116.0,3 phòng,2 phòng,5.7,41.8,Tây - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,Không nội thất,21.03376579284668 105.77030181884766
"Bán căn hộ CC Hateco Yên Sở, Hoàng Mai, toà A đủ nội thất 76m2 - 2PN - 3.1 tỷ. Lh: 0933 900 ***","['Dự án Hateco Hoàng Mai', 'Phường Yên Sở']",Hoàng Mai,Hà Nội,"Diện tích 76m² cụ thể:(Nhà đã có sổ đỏ, 2 phòng ngủ, 2 nhà vệ sinh).Nhà đang ở đồ đạc rất giữ cẩn thận.Nhà đầy đủ nội thất.Giá chào 3.1 tỷ có gia lộc KBST.Lh: Mr Dương 0933 900 ***.* Hỗ trợ thủ tục mua bán & vay vốn ngân hàng *.",76.0,2 phòng,2 phòng,3.15,49.0,,,Đã có sổ đỏ.,Đầy đủ.,20.9627342224121 105.86434173584
"(Chính chủ) bán căn hộ Royal City 2 PN, 106.8m2 - nhà mới sửa đẹp long lanh. Giá chỉ 7.6 tỷ","['Dự án Royal City', 'Đường Nguyễn Trãi', 'Phường Thượng Đình']",Thanh Xuân,Hà Nội,"Chính chủ bán căn hộ Royal City 106.8m² toà R4, R5:- Diện tích sổ đỏ: 106.8m², có thể sửa thành 3 ngủ.- Nội thất: Mới hoàn thiện đẹp bằng gỗ lõi xanh An Cường.- Hình ảnh dưới là chuẩn của căn hộ.- Giá bán: 7.6 tỷ (có thương lượng cho khách nhiệt nhiệt tình).Xem nhà trực tiếp liên hệ: 0987 822 *** - Mr Sơn (hỗ trợ tư vấn 24/7).",106.8,2 phòng,2 phòng,7.6,45.2,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,21.0026664733887 105.8154296875
"Bán căn 3PN 107 m2, Northern Diamond, view sông Hồng, tầng đẹp, NT cao cấp","['Dự án Northern Diamond', 'Phường Long Biên']",Long Biên,Hà Nội,"Cần bán căn 3PN, 107m² view sông Hồng tầng đẹp tòa nhà Northern Diamond. Căn hộ đã có nội thất liền tường cao cấp (Hafele, Bravat, Daikin... ) và có sổ lâu dài.Giá LH trực tiếp: 0902 201 *** tôi không làm việc qua môi giới và trung gian.Vị trí trung tâm bên cạnh các dự án: Premier Berriver 390 Nguyễn Văn Cừ, One 18 Ngọc Lâm, HC Golden City 319 Bồ Đề, PHC Complex 158 Nguyễn Sơn, Tsg Lotus Sài Đồng, Le Grand Jardin Sài Đồng, Northern Diamond, Ecocity Việt Hưng, Ruby City Ct3, Vinhomes Riverside, Ecohome Phúc Lợi, No 15 Sài Đồng, Khai Sơn City, Hà Nội Homeland.",107.0,3 phòng,2 phòng,,34.3,,,Sổ đỏ/ Sổ hồng.,"Đã có nội thất liền tường cao cấp (Hafele, Bravat, Daikin... ).",21.0314464569092 105.900825500488
"Cập nhật các căn chuyển nhượng Mipec Rubik giá tốt! 2PN, 3PN, 4PN chính chủ gửi bán, LH: 0846 692 ***","['Dự án Mipec Rubik 360', 'Đường Xuân Thủy', 'Phường Dịch Vọng Hậu']",Cầu Giấy,Hà Nội.,"Nhận nhà, tư vấn, xử lý toàn bộ thủ tục cho khách hàng, LH/zalo: Em Hòa 0846 692 ***.+ Quỹ căn 2PN 1VS 54m², trục căn 08 17 tòa S, 08 01 tòa A giá từ 4,3 - 4,6 tỷ+ Quỹ căn 2PN 2VS diện tích từ 70 - 77 - 84m², giá chỉ từ 5,4 - 7 tỷ.+ Quỹ căn 3PN 2VS 95 - 110m², căn góc 3 mặt thoáng, giá chỉ từ 7,9 - 8,6 tỷ.+ Quỹ căn 4PN 3VS 125m², giá 9,5 - 10,3 tỷTổng quỹ căn bán 60 căn bao gồm chuyển nhượng, xuất ngoại giao, trong đó nhiều căn cần bán gấp cắt lỗ, sang tên nhanh gọn.* Thông tin chung về dự án Mipec Rubik 360 Xuân Thủy - Anh/chị tham Khảo:1. Tổng diện tích khu đất: 41.567 m² (hơn 4.1 ha).Mật độ xây dựng toàn khu: 36.2%.Gồm các công trình: Trung tâm thương mại; Trung tâm tiệc cưới, tổ chức sự kiện; VP liên cơ quan Quận Cầu Giấy; Nhà ở (chung cư cao tầng và nhà thấp tầng); Trường học, bãi đỗ xe ngoài trời, cây xanh,2. Đất nhà ở chung cư cao tầng: 10,277 m² (mật độ đất ở chung cư cao tầng (24.7%).Gồm 2 tòa (tháp) căn hộ (tháp S và tháp A) cao 35 tầng (1 tầng đế, 34 tầng căn hộ) và 3 tầng hầm, gồm 976 căn hộ chung cư cao cấp.3. Đất nhà ở thấp tầng:Gồm 9 căn biệt thự, liền kề: Cao 4 tầng.4. Đất dịch vụ công cộng:Trung tâm thương mại: Cao 4 tầng và 3 tầng hầm.Trung tâm tiệc cưới và tổ chức sự kiện: Cao 3 tầng và 3 tầng hầm.5. Trường học: Cao 4 tầng + nhà đa năng cao 1 tầng.6. VP liên cơ quan quận Cầu Giấy: Cao 6 tầng.7. Nội thất bàn giao cao cấp: Điều hòa âm trần, sàn gỗ, trần thạch cao, tủ âm tường, bếp, tủ bếp, thiết bị vệ sinh cao cấp.Gọi em Hòa để được tư vấn 24/7: 0846 692 *** E. Hòa.* Tiện ích Discovery 302 Cầu Giấy hiện đang hoạt động tốt và cư dân tin dùng.Đại siêu thị Lotte Hàn Quốc hơn 3000m.Bể bơi 4 mùa 400m.Rạp chiếu phim BHD.Nhà trẻ quốc tế 700m.Trung tâm thể dục thể hình và yoga: California Fitness & Yoga.8 tầng trung tâm thương mại với hàng ngàn thương hiệu cao cấp phục vụ nhu cầu mua sắm, ẩm thực, giải trí của cư dân.Bãi đỗ xe hiện đại và hệ thống bảo vệ an ninh 24/24, hệ thống quẹt thẻ từ thang máy, khóa cửa vân tay, chuông cửa hiển thị hình ảnh.Quản lý tòa nhà chuyên nghiệp CBRE Mỹ đảm bảo tòa nhà vận hành theo tiêu chuẩn Quốc tế và gia tăng giá trị cho căn hộ lâu dài.- Dự án có 2 tòa tháp đôi cao 54 tầng và 43 tầng, nối vào nhau bằng khối đế 8 tầng Trung tâm thương mại, 5 tầng hầm liên thông nhau đảm bảo mỗi căn hộ sở hữu 1 slot trở lên (đỗ xe ô tô riêng).Liên hệ/zalo: 0846 692 *** Em Hòa.",54.0,2 phòng,2 phòng,4.3,30.6,Bắc,Nam,,Cơ bản.,21.0371532440186 105.786338806152
"Em hòa bán gấp căn 3pn Iris Garden 135m2 nguyên bản giá 6.5 tỷ, xem nhà 24/7 LH/zalo: 0846 692 ***","['Dự án Iris Garden', 'Đường Trần Hữu Dực', 'Phường Cầu Diễn']",Nam Từ Liêm,Hà Nội,"Em Hòa bán căn 135m² thông thủy, thiết kế 3 ngủ 2 vệ sinh tại chung cư Iris Garden, nội thất nguyên bản chủ đầu tư gồm trần, sàn, full thiết bị vệ sinh, 2 nóng lạnh, 1 điều hòa. Hệ thống đèn sáng...Sổ đỏ đã làm xong sẵn sàng giao dịch mua bán.1. Giá 6.5 tỷ, giá cam kết thật 100% không đăng giá ảo, giá rẻ nhất dự án.2. Căn 135m² thông thủy, giá từ 6.5 tỷ, thiết kế 3 ngủ 2 vệ sinh, bàn giao cơ bản của chủ đầu tư.Liên hệ/zalo: Em Hòa để xem nhà trực tiếp 24/7.",135.0,3 phòng,2 phòng,6.5,39.6,Tây - Bắc,Đông - Nam,,Nguyên bản.,21.0311622619629 105.760414123535
Bán căn 83m2 Florence 28 Trần Hữu Dực 2 ngủ 2 vệ sinh cơ bản CĐT giá 4.5 tỷ bao phí. LH: 0846 692 ***,"['Florence Mỹ Đình', '28', 'Đường Trần Hữu Dực', 'Thị trấn Cầu Diễn']",Nam Từ Liêm,Hà Nội,"Em còn đúng 1 căn duy nhất bán 4.5 tỷ bao phí Florence 83m² đồ cơ bản!Căn hộ 83m² đầy đủ đồ cơ bản CĐT bàn giao.- Căn hộ tầng cao View nhìn sang sân chơi sky garden.- Sổ đỏ sẵn tay không vay ngân hàng.- Bên em cam kết bán đúng giá chủ nhà đưa ra, xem nhà miễn phí, cam kết không thu phí của khách hàng khi đi xem nhà, hỗ trợ thương lượng đàm phán, xem nhà 24/7, hỗ trợ tư vấn trả góp ngân hàng, tư vấn nhiệt tình và hình ảnh thực tế chính xác nhất.Mọi thông tin chi tiết anh chị liên hệ em Hòa: 0846 692 ***Zalo) để được tư vấn và hỗ trợ tốt nhất.",83.0,2 phòng,2 phòng,4.5,34.7,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,,21.030731 105.76133
"Hot! Bán căn hộ Golden Field diện tích 74m2 2PN 2 vệ sinh, giá 4,150 tỷ đủ đồ. LH: 0846 692 *** E Hòa","['Dự án Golden Field Mỹ Đình', 'Thị trấn Cầu Diễn']",Nam Từ Liêm,Hà Nội,"Em Hòa bán ngay căn Golden Field đủ đồ cực đẹp.- Căn hộ ở tầng cao view đường Hàm Nghi không khuất view.- Nội thất căn hộ đầy đủ chỉ việc vào ở.- Diện tích căn hộ 74m² thông thủy trên sổ.- Sổ hồng trao tay giá nét 4,150 tỷ bao phí sang tên.Ngoài căn Golden Field, em Hòa còn các căn giá cực tốt ở Mỹ Đình - Cầu Giấy.Liên hệ/zalo: 0846 692 *** để được tư vấn 24/7 chu đáo nhất.",74.0,2 phòng,2 phòng,4.15,30.9,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Nội thất căn hộ đầy đủ.,21.0351047515869 105.76554107666
"Bán chung cư CT2B Thạch Bàn, 75m2 2PN giá 2.65 tỷ. LH 0967 341 ***","['Dự án Thạch Bàn', 'Phường Thạch Bàn']",Long Biên,Hà Nội,"Mình cần bán gấp căn hộ chung cư Bộ quốc phòng Thạch Bàn, Long Biên.Diện tích căn hộ 75m² bao gồm 2PN 2WC.Đầy đủ nội thất cơ bản: Tủ bếp, điều hòa, nóng lạnh, giường tủ,... (như hình).Vị trí đẹp gần Cầu Vĩnh Tuy, Aoen Long Biên.Giá 2.65 tỷ có thương lượng nhẹ với khách thiện trí.LH 0967 341 ***",75.0,2 phòng,2 phòng,2.65,30.4,,,Sổ đỏ/ Sổ hồng,"Đầy đủ nội thất cơ bản: Tủ bếp, điều hòa, nóng lạnh, giường tủ,...",21.01905632019043 105.90640258789062
Hot! Chính chủ bán căn góc 77.84m2 giá 3.46tỷ rẻ nhất dự án Eco City Long Biên ở ngay sổ đỏ cất két,"['Dự án Eco City Việt Hưng', 'Phố Việt Hưng', 'Phường Giang Biên']",Long Biên,Hà Nội,"Tôi chính chủ cần bán căn góc 2PN 2WC diện tích sử dụng 77,84m² dự án Eco City Long Biên.Giá chỉ 3,46 tỷ nhận nhà ở ngay sổ đỏ trao tay.Nội thất căn hộ gồm:- Sàn gỗ.- Trần thạch cao.- Thiết bị vệ sinh Toto, nóng lạnh, vách kính.- Điều hoà 2 chiều Mitsubishi.- Tủ bếp trên tủ bếp dưới, bếp từ hút mùi.Liên hệ xem nhà: 0984 935 *** Mr. Tuấn hỗ trợ 24/7.",77.84,2 phòng,2 phòng,3.46,34.7,Đông - Bắc,Tây - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,21.0577354431152 105.913352966309
"Bán căn 120m2, 3PN hướng Đông Nam, full nội thất đẹp nhất tòa V3 Victoria Văn Phú, đã có sổ","['Dự án Văn Phú Victoria', 'Đường Lê Trọng Tấn', 'Phường Phú La']",Hà Đông,Hà Nội,"Bán căn 120m², 3PN, 2 WC, ban công hướng Đông Nam, Full nội thất siêu đẹp tòa V3 chung cư Victoria Văn Phú.Nhà thiết kế nội thất tỉ mỉ, phong cách Luxury. View đẹp nhất dự án.Sổ đỏ lâu dài.Gía liên hệ trực tiếp 0902 201 *** tôi không làm việc với MG và TG.Khu đô thị Văn Phú, giao thông thuận lợi. Tiện ích xung quanh đầy đủ, trường học các cấp. Gần công viên, bệnh viện, chợ dân sinh, bể bơi... Cư dân văn minh.+ Giao thông thuận lợi đến các trường ĐH lớn như An Ninh, Kiến Trúc, Khoa học xã hội, Đại học Hà Nội...",120.0,3 phòng,2 phòng,5.0,57.4,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,20.9599075317383 105.768196105957
"Cần bán căn hộ chung cư Ruby1 Giang Biên - Long Biên, giá bán: 2,23 tỷ (có thương lượng)","['Dự án Ruby City', 'Phường Giang Biên']",Long Biên,Hà Nội,"Thiết kế căn hộ: 2 Ngủ 2 vệ sinh.Diện tích: 58m².Nội thất nhà đầy đủ như hình.Ban công: Bắc.Cửa chính: Tây.Giá bán: 2,23 tỷ đã bao gồm thuế phí sang tên (có thương lượng).Có hỗ trợ khách mua vay ngân hàng.Chủ đầu tư:Công ty Cổ phần Đầu tư Phát triển Nhà Thăng Long - Việt Nam.1 tầng hầm, 1 tầng thương mại, 13 tầng căn hộ.Chiều cao: 16 tầng.Phí dịch vụ: 5k / m².Bàn giao tháng 8 - 2016.",58.0,2 phòng,2 phòng,2.23,31.0,Tây,Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ.,21.0588474273682 105.914703369141
"Bán căn 2 ngủ đẹp CC Vinhomes Skylake BC Đông Nam 5.8 tỷ và căn view hồ, đồ nhập khẩu","['Dự án Vinhomes Skylake', 'Đường Phạm Hùng', 'Phường Mỹ Đình 1']",Nam Từ Liêm,Hà Nội.,"Tôi cần bán căn hộ 2 ngủ thoáng dự án chung cư vinhomes SKylake Phạm Hùng.- Tòa S2 - 1608, dt 70m² (thông thủy 64m²), bán 5.8 tỷ, ban công Đông Nam thoáng mát.LH: E Nguyên 0913.689.354.--Và.- Căn hộ view hồ tòa S1, ban công rộng nhất trong các căn 2 ngủ tại dự án.Tầng trung, trục số 12, diện tích tim tường 81m², thông thủy 76m², ban công + phòng khách view hồ điều hòa trọn vẹn.-- Tòa S2- căn trục 20 view hồ 87m², thông thủy (view trực diện), - Căn hộ 2 phòng ngủ sáng 74m² tòa S3 - 1805A, ban công view hồ, khách Hàn Quốc thuê, sắp hết hợp đồng.- Tòa S2 - diện tích 62m² thông thủy, 5.x tỷ, bao sang tên, căn - thiết kế phòng khách vuông,----LH: E Nguyên 0913 689 ***chuyên chung cư Skylake, West Point, D'Capital)Các căn 2 ngủ - 3 ngủ sáng, view hồ, hoặc căn góc đập thông..Chung cư cao cấp Vinhomes Skylake Phạm Hùng, nhiều chuyên gia Hàn sinh sống v làm việc tại đây, có hồ điều hòa góc view tràn tầm mắt ko bị che khuất.",64.0,2 phòng,2 phòng,5.8,29.3,,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,21.0201683044434 105.780754089355
"Chủ nhà gửi bán nhanh căn hộ chung cư 66.3m2 Mipec Kiến Hưng Hà Đông, Hà Nội","['Dự án Mipec City View', 'Phường Kiến Hưng']",Hà Đông,Hà Nội,"Chủ nhà gửi bán căn 66.3m² chung cư Mipec Kiến Hưng Hà Đông.Diện tích: 66.3m², view đẹp.Thiết kế: 2PN, 2WC.Pháp lý: Sổ đỏ chính chủ, hỗ trợ vay NH.LH: 0988 104 ***",66.3,2 phòng,2 phòng,,40.7,Đông - Bắc,Tây - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,20.952529907226562 105.79031372070312
Rẻ nhất thị trường căn 3PN 2VS giá 3 tỷ 050 (tặng nội thất). Tại Vinhomes OCP. LH 0979 316 ***,"['Dự án Vinhomes Ocean Park Gia Lâm', 'Xã Dương Xá']",Gia Lâm,Hà Nội,"Diện tích: 80m².- Giá bán nhanh: 3.05 tỷ.- Pháp lý: Sổ đỏ chính chủ - Sở hữu lâu dài.+ Thiết kế căn h bao gồm 3PN sáng có view thoáng, mát 2 logia, 2WC tiện dụng.Thiết kế căn hộ rất phù hợp với gia đình đông thành viên.Với thiết kế hiện đại cùng hàng loạt tiện ích công viên vui chơi trẻ em, BBQ, máy tập gym, bể bơi miễn phí, biển hồ nước ngọt, biển hồ nước mặn, bãi cát trắng trải dài.Liên hệ SĐT: 0979 316 ***",80.0,3 phòng,2 phòng,3.05,31.3,,,Sổ đỏ/ Sổ hồng,Cơ bản.,21.0024147033691 105.964111328125
Bán căn siêu rẻ 1N 1WC với giá 1 tỷ 800. Tại Vinhomes OCP Gia Lâm. LH 0979 316 ***,"['Dự án Vinhomes Ocean Park Gia Lâm', 'Xã Dương Xá']",Gia Lâm,Hà Nội,"Bán nhanh căn hộ 1PN +, tại Vinhomes Ocean Park Gia Lâm HN.+ Giá bán căn hộ: 1,800 tỷ. Full nội thất.+ Diện tích rộng 47m².+ Thiết kế gồm có 1PN + 1WC và 1 không gian cộng có thể thiết kế lại thành căn 2PN. Hoặc không gian này có thể sử dụng như phòng làm việc, phòng ngủ thứ 2 hoặc không gian thư giãn (thư viện nhỏ, phòng nghe nhạc) cho cả gia đình theo nhu cầu của từng người.+ Căn hộ đã được trang bị nội thất cơ bản với các thiết bị vệ sinh, hệ thống ánh sáng, trần thạch cao.+ Pháp lý sổ đỏ sở hữu lâu dài.- Các tiện ích cư dân Vinhomes Ocean Park được thừa hưởng bao gồm:+ Khu vực nướng BBQ.+ Bể bơi, sân tennis, sân cầu lông.+ Dịch vụ nhà 5 sao.+ Bệnh viện Vinmec, siêu thị Vinmart.+ Trường học Vinshool.+ Liên hệ em 24/7 để đi xem nhà miễn phí ạ.Nhấn để hiện số: 0979 316 ***",47.0,1 phòng,1 phòng,1.8,31.3,,,Sổ đỏ/ Sổ hồng,Cơ bản,21.0024147033691 105.964111328125
"Bán căn hộ Mandarin Garden 3 p ngủ (sáng tự nhiên) 114m2 suất ô tô, 7.x tỷ full nội thất","['Dự án Mandarin Garden', 'Đường Hoàng Minh Giám', 'Phường Trung Hòa']",Cầu Giấy,Hà Nội,"Chúng tôi bán căn hộ chung cư Mandarin Garden 3 ngủ sáng tự nhiên (2 ngủ rộng và 1 phòng ngủ vừa, dt 114m2Giá 7.x tỷ (có suất để ô tô), full nội thất.Căn hộ tòa C view khuôn viên nội khu, bể bơi.LH: Chị Tú Anh 0913 689 *** /cô Liên.---Và căn 130m², tầng 1813, tòa C1 127m², 3 phòng ngủ, nội thất nhập khẩu Phần Lan, phong cách thiết kế Rustic, hòa nhập với thiên nhiên, bán cả nội thất giá 72tr/m².- Bán căn hộ 3 ngủ 168m², tầng 20 tháp B, ban công đông nam, 3 phòng ngủ đều sáng, thoáng,Hiện giám Đốc người Nhật, đang thuê, sắp hết hđ.- Căn tháp C2 - 1809, 130m² 2 ngủ, ban công view khuôn viên Lã Vọng, trường Luis, ko bị chắn, giá 7x tr/m².- Căn hộ hộ góc 130m², trục 04 tháp B1, ban công view trường Amsterdam.----Chung cư cao cấp Mandarin garden Hoàng Minh Giám Quận Cầu Giấy, hiện là chung cư nhiều không gian xanh, đáng sống bậc nhất khu đô thị trung hòa nhân chính tại hà Nội, gần trường học Amster dam, Ngôi Sao Hà Nội, Lý Thái Tổ, trường British Countain...Có khuôn viên, bể bơi, thoáng mát, dân trí cao.",114.0,3 phòng,,7.8,31.3,,,,Full nội thất.,21.0044841766357 105.798629760742
Siêu phẩm chỉ 2 tỷ 500 triệu sở hữu căn hộ 2N 2WC tại Vinhomes OCP: LH 0979 316 ***,"['Dự án Vinhomes Ocean Park Gia Lâm', 'Xã Dương Xá']",Gia Lâm,Hà Nội,"- Chủ nhà cần tiền gấp nên cần chuyển nhượng nhanh căn 2PN 2WC với giá 2 tỷ 500 triệu view thoáng tại Vinhomes Ocean Park Gia Lâm.- Diện tích 68m².- Thiết kế: Gồm 2 phòng ngủ rộng, 2 nhà vệ sinh, bếp, ban công chính, logia phụ. Các phòng thông thoáng với nhau.- Vinhomes Ocean Gia Lâm có đầy đủ tiện nghi như khu vui chơi cho trẻ nhỏ, không khí thoáng mát cho cha mẹ lớn tuổi tận hưởng.- Sổ hồng lâu dài.- Giá bán nhanh: 2 tỷ 500 triệu.- Xem nhà LH em AC nhé 0979 316 ***: Để được đi xem nhà trực tiếp ạ.",68.0,2 phòng,2 phòng,2.5,31.3,,,Sổ đỏ/ Sổ hồng,Cơ bản,21.0024147033691 105.964111328125
Hàng hiếm! Căn Duplex 4PN (211m2) bản giới hạn dành riêng cho giới thượng lưu,"['Dự án Lumi Hanoi', 'Đường Đại lộ Thăng Long', 'Phường Tây Mỗ']",Nam Từ Liêm,Hà Nội.,"Em đang có 1 căn Duplex cực kỳ đẳng cấp dự án Lumi Hà Nội.- Thiết kế 2 tầng và 4PN diện tích xây dựng 211m².- Phân khu Compound khép kín, tiện ích đẳng cấp, cam kết có chỗ để ô tô.- Giá gốc và ký trực tiếp chủ đầu tư.- Tiến độ giãn chỉ 5%/ đợt, Vay chỉ đóng 20% đến khi nhận nhà lãi suất 0%.- Giá chỉ 16,8 tỷ.Anh chị quan tâm liên hệ e Hưng để e gửi thông tin chi tiết: 0968 828 ***",211.0,4 phòng,4 phòng,,0.0,,,Hợp đồng mua bán,,21.011585235595703 105.73583984375
Bán căn hộ 2 phòng ngủ 68m2 Bea Sky - Đại Kim - Hoàng Mai - Hà Nội,"['Dự án Bea Sky', 'Phường Đại Kim']",Hoàng Mai,Hà Nội,"Chung cư Beasky Đại Kim Hoàng Mai Hà Nội.DT 68m² căn 2pn 2wc giá 3.6 tỷ.- Đối diện khu đại đô thị The Manor Central Park với vô vàn tiện ích như khu ClubHouse, trường học quốc tế, quảng trường thời đại, công viên Chu Văn An.- 5 phút đi xe đến bệnh viện, trường học, trung tâm thương mại.- Tiện ích: Gym, bể bơi, siêu thị,...- Nằm gần trên trục đường Vành Đai 3, giao thông thuận lợi.",68.0,2 phòng,2 phòng,3.6,32.5,Tây - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,20.973968505859375 105.82169342041016
Chính chủ tôi bán căn góc 137m2 - 4 ngủ tòa C - Tòa Vip nhất chung cư Mulberry Lane - BC Đông Nam,"['Dự án Mulberry Lane', 'Phường Mỗ Lao']",Hà Đông,Hà Nội,"Tôi chính chủ cần bán căn hộ tòa C thuộc chung cư cao cấp Mulberry Lane - Mỗ Lao - Hà Đông - Hà Nội (Giáp với Thanh Xuân, Nam Từ Liêm) rất thuận tiện sinh sống, học tập, làm việc...- Tầng trung 24.- Căn góc có 3 mặt thoáng nên tất cả các phòng trong nhà đều có ánh sáng và gió tự nhiên.- Diện tích SD: 137m².- Ban công: Đông Nam hướng mát view hồ, và khu biệt thự phía dưới.- Có slot ô tô trong nhà.- Nội thất đẹp mới làm lại toàn đồ gỗ An Cường, Thiết bị gia dụng nhập khẩu.- Thiết kế: 3 ngủ + 1, 3 vệ sinh, tất cả các phòng ngủ, phòng khách, bếp đều thoáng có ánh sáng.- Sổ đỏ cầm tay ko vay bank.- Giá bán: 6 tỷ 1.+ Khách có nhu cầu mua và xem nhà trực tiếp vui lòng gọi chính chủ: 0913 583 ***",137.0,4 phòng,2 phòng,6.1,28.7,,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,20.98651885986328 105.7863998413086
"Bao giá thị trường căn 2N + 1,2vs góc chỉ 2.6 tỷ (full nội thất) tại Vinhomes OCP LH: 0979 316 ***","['Dự án Vinhomes Ocean Park Gia Lâm', 'Xã Dương Xá']",Gia Lâm,Hà Nội,"GD em cần tiền gấp nên đành bán cắt lỗ căn hộ 2PN + 1 (2WC) Vinhomes Ocean Park giá 2,55tỷ tặng toàn bộ nội thất.- Diện tích 70m². Thiết kế 2 phòng ngủ, 2 nhà vệ sinh, có khoảng không gian + 1 tối ưu có thể thiết kế như căn hộ 3PN. Có 2 logia thông thoáng.- Tiện ích cao cấp, không khí trong lành. View bể bơi ngoài trời, bể bơi 4 mùa, sông San Hô, khu vui chơi trẻ em.- Giá bán: 2,6 tỷ (tặng nội thất).- Sổ hồng lâu dài.- LH: 0979 316 *** để đi xem nhà miễn phí anh chị nhé.",70.0,2 phòng,2 phòng,2.6,31.3,,,Sổ đỏ/ Sổ hồng,Cơ bản,21.00241470336914 105.964111328125
"Bán cắt lỗ 73,8m2 Eco Green City Nguyễn Xiển","['Dự án Eco Green City', 'Đường Nguyễn Xiển', 'Xã Tân Triều']",Thanh Trì,Hà Nội,"- Địa chỉ: Eco Green trục Nguyễn Xiển.- Căn 73.8m 2 ngủ 2 vệ sinh.- Full đồ nội thất sang xịn mịn - làm lại toàn bộ trần sàn tường.- Tiện ích nội khu, ngoại khu: Khu trung tâm thương mại, siêu thị, khu văn phòng, vui chơi giải trí, đài phun nước, trung tâm thể dục thể thao, bể bơi bốn mùa trường học và khu nhà ở cao cấp.- Các khu lân cận là: Khu đô thị Linh Đàm, siêu thị Big C Trần Duy Hưng, The Manor, Licogi 13, Những con đường lân cận là: Nguyễn Trãi, đường Vành đai 3, Trần Duy Hưng.- Tọa lạc ngay trên đường Nguyễn Xiển, con đường huyết mạch cửa ngõ Tây Nam Hà Nội và có thể dễ dàng di chuyển đến các vùng kinh tế trọng điểm khu vực phía Bắc như: Bắc Ninh, Hải Phòng, Thái Nguyên.",73.8,2 phòng,2 phòng,4.2,37.0,,,Sổ đỏ/sổ hồng.,,20.984243392944336 105.8084487915039
